Name,P,T,TwoPhase_Callback_Cut,TwoPhase_CPU,TwoPhase_LB,TwoPhase_UB,TwoPhase_Obj,TwoPhase_Callback_CPU,TwoPhase_Callback_Call,SP_Cons_CPU,SP_Solve_CPU, 
Results\SingleMachineCapVar2_TwoPhase_Callback_5_5\Data1-15-15-0.6-0.5-100-100-100-0.dat,5,5,1698,45.857,9692.04,9693,9693,15.742,1709,1.855,11.895
Results\SingleMachineCapVar2_TwoPhase_Callback_5_5\Data1-15-15-0.6-0.5-100-100-100-1.dat,5,5,907,15.274,7686.32,7687,7687,5.935,920,0.918,4.082
Results\SingleMachineCapVar2_TwoPhase_Callback_5_5\Data1-15-15-0.6-0.5-100-100-100-2.dat,5,5,1663,49.761,9128.1,9129,9129,15.116,1670,1.883,11.251
Results\SingleMachineCapVar2_TwoPhase_Callback_5_5\Data1-15-15-0.6-0.5-100-100-100-3.dat,5,5,1928,55.106,8430.22,8431,8431,14.595,1943,1.976,10.576
Results\SingleMachineCapVar2_TwoPhase_Callback_5_5\Data1-15-15-0.6-0.5-100-100-100-4.dat,5,5,3977,183.871,9798.06,9799,9799,47.563,3998,4.676,37.769
Results\SingleMachineCapVar2_TwoPhase_Callback_5_5\Data1-15-15-0.6-0.5-50-100-100-0.dat,5,5,727,23.017,5988.43,5989,5989,14.173,742,1.497,11.721
Results\SingleMachineCapVar2_TwoPhase_Callback_5_5\Data1-15-15-0.6-0.5-50-100-100-1.dat,5,5,405,9.231,4882.56,4883,4883,4.651,416,0.593,3.512
Results\SingleMachineCapVar2_TwoPhase_Callback_5_5\Data1-15-15-0.6-0.5-50-100-100-2.dat,5,5,1393,42.774,5687.45,5688,5688,22.523,1401,3.003,17.64
Results\SingleMachineCapVar2_TwoPhase_Callback_5_5\Data1-15-15-0.6-0.5-50-100-100-3.dat,5,5,2230,96.192,5423.48,5424,5424,33.443,2246,3.155,27.292
Results\SingleMachineCapVar2_TwoPhase_Callback_5_5\Data1-15-15-0.6-0.5-50-100-100-4.dat,5,5,4297,193.469,6072.41,6073,6073,111.722,4307,9.264,96.21
Results\SingleMachineCapVar2_TwoPhase_Callback_5_5\Data1-15-15-0.8-0.5-100-100-100-0.dat,5,5,1429,41.835,9692.04,9693,9693,13.615,1437,1.553,10.406
Results\SingleMachineCapVar2_TwoPhase_Callback_5_5\Data1-15-15-0.8-0.5-100-100-100-1.dat,5,5,975,15.826,7686.31,7687,7687,6.308,990,0.962,4.369
Results\SingleMachineCapVar2_TwoPhase_Callback_5_5\Data1-15-15-0.8-0.5-100-100-100-2.dat,5,5,1404,44.552,9128.25,9129,9129,12.906,1412,1.612,9.606
Results\SingleMachineCapVar2_TwoPhase_Callback_5_5\Data1-15-15-0.8-0.5-100-100-100-3.dat,5,5,1589,41.632,8430.17,8431,8431,11.508,1605,1.598,8.361
Results\SingleMachineCapVar2_TwoPhase_Callback_5_5\Data1-15-15-0.8-0.5-100-100-100-4.dat,5,5,3466,158.47,9798.11,9799,9799,42.093,3479,4.23,33.438
Results\SingleMachineCapVar2_TwoPhase_Callback_5_5\Data1-15-15-0.8-0.5-50-100-100-0.dat,5,5,690,21.214,5988.45,5989,5989,13.274,698,1.385,10.999
Results\SingleMachineCapVar2_TwoPhase_Callback_5_5\Data1-15-15-0.8-0.5-50-100-100-1.dat,5,5,393,8.59,4882.55,4883,4883,4.431,408,0.557,3.327
Results\SingleMachineCapVar2_TwoPhase_Callback_5_5\Data1-15-15-0.8-0.5-50-100-100-2.dat,5,5,1833,56.505,5687.49,5688,5688,28.535,1845,3.826,22.233
Results\SingleMachineCapVar2_TwoPhase_Callback_5_5\Data1-15-15-0.8-0.5-50-100-100-3.dat,5,5,1849,74.513,5423.49,5424,5424,28.841,1866,2.578,23.781
Results\SingleMachineCapVar2_TwoPhase_Callback_5_5\Data1-15-15-0.8-0.5-50-100-100-4.dat,5,5,4231,196.135,6072.42,6073,6073,110.845,4238,9.109,95.673
