Name,P,T,TwoPhase_Iter,TwoPhase_Cut,TwoPhase_CPU,TwoPhase_UB,TwoPhase_LB,MP_CPU,SP_Cons_CPU,SP_Solve_CPU, 
Results\SingleMachineCapVar2_TwoPhase_15_5\Data1-15-15-0.6-0.5-100-100-100-0.dat,15,5,17,17,621.94,11274.9,33176,601.572,0.52,19.848
Results\SingleMachineCapVar2_TwoPhase_15_5\Data1-15-15-0.6-0.5-100-100-100-1.dat,15,5,18,18,621.375,11113.9,32484,608.101,0.493,12.781
Results\SingleMachineCapVar2_TwoPhase_15_5\Data1-15-15-0.6-0.5-100-100-100-2.dat,15,5,19,19,609.334,11711.9,31143,601.205,0.443,7.686
Results\SingleMachineCapVar2_TwoPhase_15_5\Data1-15-15-0.6-0.5-100-100-100-3.dat,15,5,14,14,607.351,10764.4,32104,498.851,0.394,108.106
Results\SingleMachineCapVar2_TwoPhase_15_5\Data1-15-15-0.6-0.5-100-100-100-4.dat,15,5,17,17,614.775,11308.9,32987,577.958,0.465,36.352
Results\SingleMachineCapVar2_TwoPhase_15_5\Data1-15-15-0.6-0.5-50-100-100-0.dat,15,5,17,17,626.472,7441.3,17757,609.113,0.42,16.939
Results\SingleMachineCapVar2_TwoPhase_15_5\Data1-15-15-0.6-0.5-50-100-100-1.dat,15,5,18,18,622.881,7287.28,17511,610.231,0.51,12.14
Results\SingleMachineCapVar2_TwoPhase_15_5\Data1-15-15-0.6-0.5-50-100-100-2.dat,15,5,19,19,612.816,7994.23,17465,603.519,0.466,8.831
Results\SingleMachineCapVar2_TwoPhase_15_5\Data1-15-15-0.6-0.5-50-100-100-3.dat,15,5,14,14,605.093,7012.5,17380,496.07,0.346,108.677
Results\SingleMachineCapVar2_TwoPhase_15_5\Data1-15-15-0.6-0.5-50-100-100-4.dat,15,5,17,17,616.608,7541.29,18252,582.465,0.495,33.648
Results\SingleMachineCapVar2_TwoPhase_15_5\Data1-15-15-0.8-0.5-100-100-100-0.dat,15,5,17,17,602.674,11221.9,33176,583.505,0.545,18.624
Results\SingleMachineCapVar2_TwoPhase_15_5\Data1-15-15-0.8-0.5-100-100-100-1.dat,15,5,17,17,613.929,11050,32209,577.879,0.452,35.598
Results\SingleMachineCapVar2_TwoPhase_15_5\Data1-15-15-0.8-0.5-100-100-100-2.dat,15,5,19,19,610.821,11697.9,31256,600.615,0.456,9.75
Results\SingleMachineCapVar2_TwoPhase_15_5\Data1-15-15-0.8-0.5-100-100-100-3.dat,15,5,16,16,609.576,10788.9,32013,543.502,0.44,65.634
Results\SingleMachineCapVar2_TwoPhase_15_5\Data1-15-15-0.8-0.5-100-100-100-4.dat,15,5,18,18,615.655,11328.9,32931,595.832,0.497,19.326
Results\SingleMachineCapVar2_TwoPhase_15_5\Data1-15-15-0.8-0.5-50-100-100-0.dat,15,5,17,17,604.321,7383.56,17757,584.116,0.509,19.696
Results\SingleMachineCapVar2_TwoPhase_15_5\Data1-15-15-0.8-0.5-50-100-100-1.dat,15,5,18,18,625.012,7221.44,17511,607.392,0.481,17.139
Results\SingleMachineCapVar2_TwoPhase_15_5\Data1-15-15-0.8-0.5-50-100-100-2.dat,15,5,19,19,612.623,7973.21,17539,603.139,0.451,9.033
Results\SingleMachineCapVar2_TwoPhase_15_5\Data1-15-15-0.8-0.5-50-100-100-3.dat,15,5,16,16,605.937,7037.31,17407,542.621,0.451,62.865
Results\SingleMachineCapVar2_TwoPhase_15_5\Data1-15-15-0.8-0.5-50-100-100-4.dat,15,5,18,18,629.235,7581.36,18214,598.329,0.484,30.422
