Name,P,T,TwoPhase_Callback_Cut,TwoPhase_CPU,TwoPhase_LB,TwoPhase_UB,TwoPhase_Obj,TwoPhase_Callback_CPU,TwoPhase_Callback_Call,SP_Cons_CPU,SP_Solve_CPU, 
Results\SingleMachineCapVar2_TwoPhase_Callback_10_5\Data1-15-15-0.6-0.5-100-100-100-0.dat,10,5,4508,600.037,13926,20701,20701,567.634,4529,40.575,512.07
Results\SingleMachineCapVar2_TwoPhase_Callback_10_5\Data1-15-15-0.6-0.5-100-100-100-1.dat,10,5,4557,600.045,13206.7,18315,18315,389.829,4589,32.288,342.824
Results\SingleMachineCapVar2_TwoPhase_Callback_10_5\Data1-15-15-0.6-0.5-100-100-100-2.dat,10,5,3466,600.03,13581.9,19952,19952,439.524,3500,30.825,396.227
Results\SingleMachineCapVar2_TwoPhase_Callback_10_5\Data1-15-15-0.6-0.5-100-100-100-3.dat,10,5,4111,600.033,12797.3,17783,17783,442.729,4152,29.796,399.446
Results\SingleMachineCapVar2_TwoPhase_Callback_10_5\Data1-15-15-0.6-0.5-100-100-100-4.dat,10,5,4710,600.052,13142.2,19907,19907,597.422,4745,40.576,538.46
Results\SingleMachineCapVar2_TwoPhase_Callback_10_5\Data1-15-15-0.6-0.5-50-100-100-0.dat,10,5,3326,600.035,8825.99,12208,12208,704.845,3342,40.883,649.598
Results\SingleMachineCapVar2_TwoPhase_Callback_10_5\Data1-15-15-0.6-0.5-50-100-100-1.dat,10,5,2877,600.032,8519.89,11095,11095,358.68,2895,29.754,318.652
Results\SingleMachineCapVar2_TwoPhase_Callback_10_5\Data1-15-15-0.6-0.5-50-100-100-2.dat,10,5,3456,600.03,8550.67,12076,12076,720.631,3471,45.67,658.786
Results\SingleMachineCapVar2_TwoPhase_Callback_10_5\Data1-15-15-0.6-0.5-50-100-100-3.dat,10,5,3946,600.092,7971.37,11354,11354,597.094,3966,39.151,542.871
Results\SingleMachineCapVar2_TwoPhase_Callback_10_5\Data1-15-15-0.6-0.5-50-100-100-4.dat,10,5,3787,600.225,8337.96,12220,12220,770.801,3800,50.828,699.707
Results\SingleMachineCapVar2_TwoPhase_Callback_10_5\Data1-15-15-0.8-0.5-100-100-100-0.dat,10,5,4867,600.034,14055.5,20538,20538,617.323,4902,43.572,555.499
Results\SingleMachineCapVar2_TwoPhase_Callback_10_5\Data1-15-15-0.8-0.5-100-100-100-1.dat,10,5,3785,600.024,13291.8,18467,18467,350.111,3814,27.831,308.86
Results\SingleMachineCapVar2_TwoPhase_Callback_10_5\Data1-15-15-0.8-0.5-100-100-100-2.dat,10,5,3286,600.019,13618.2,20042,20042,409.761,3318,30.105,366.125
Results\SingleMachineCapVar2_TwoPhase_Callback_10_5\Data1-15-15-0.8-0.5-100-100-100-3.dat,10,5,4374,600.022,12697.4,18101,18101,483.648,4413,33.629,434.587
Results\SingleMachineCapVar2_TwoPhase_Callback_10_5\Data1-15-15-0.8-0.5-100-100-100-4.dat,10,5,4391,600.262,13293.2,20008,20008,559.624,4433,37.514,505.576
Results\SingleMachineCapVar2_TwoPhase_Callback_10_5\Data1-15-15-0.8-0.5-50-100-100-0.dat,10,5,3519,600.036,8849.63,12237,12237,743.228,3533,44.372,682.503
Results\SingleMachineCapVar2_TwoPhase_Callback_10_5\Data1-15-15-0.8-0.5-50-100-100-1.dat,10,5,2716,600.02,8569.7,11085,11085,353.243,2735,26.762,315.881
Results\SingleMachineCapVar2_TwoPhase_Callback_10_5\Data1-15-15-0.8-0.5-50-100-100-2.dat,10,5,3264,600.032,8666.05,12028,12028,665.158,3279,41.63,608.454
Results\SingleMachineCapVar2_TwoPhase_Callback_10_5\Data1-15-15-0.8-0.5-50-100-100-3.dat,10,5,4273,600.038,7906.68,11276,11276,648.735,4298,43.654,586.35
Results\SingleMachineCapVar2_TwoPhase_Callback_10_5\Data1-15-15-0.8-0.5-50-100-100-4.dat,10,5,3584,600.039,8386.71,12154,12154,741.588,3602,46.031,679.706
