Name,P,T,TwoPhase_Iter,TwoPhase_Cut,TwoPhase_CPU,TwoPhase_UB,TwoPhase_LB,MP_CPU,SP_Cons_CPU,SP_Solve_CPU, 
Results\SingleMachineCapVar2_TwoPhase_10_5\Data1-15-15-0.6-0.5-100-100-100-0.dat,10,5,156,156,606.952,10072,21700,565.338,1.929,39.685
Results\SingleMachineCapVar2_TwoPhase_10_5\Data1-15-15-0.6-0.5-100-100-100-1.dat,10,5,208,208,601.211,10353.4,19457,561.717,1.978,37.516
Results\SingleMachineCapVar2_TwoPhase_10_5\Data1-15-15-0.6-0.5-100-100-100-2.dat,10,5,155,155,605.178,9710.07,21228,563.887,1.742,39.549
Results\SingleMachineCapVar2_TwoPhase_10_5\Data1-15-15-0.6-0.5-100-100-100-3.dat,10,5,190,190,603.48,8505.19,20649,545.899,2.4,55.181
Results\SingleMachineCapVar2_TwoPhase_10_5\Data1-15-15-0.6-0.5-100-100-100-4.dat,10,5,157,157,608.261,9350.07,21486,566.248,1.881,40.132
Results\SingleMachineCapVar2_TwoPhase_10_5\Data1-15-15-0.6-0.5-50-100-100-0.dat,10,5,117,117,604.518,7223.28,12243,571.444,1.422,31.652
Results\SingleMachineCapVar2_TwoPhase_10_5\Data1-15-15-0.6-0.5-50-100-100-1.dat,10,5,167,167,603.114,7301.28,11172,568.929,1.745,32.44
Results\SingleMachineCapVar2_TwoPhase_10_5\Data1-15-15-0.6-0.5-50-100-100-2.dat,10,5,124,124,607.396,7090.29,12265,574.395,1.479,31.522
Results\SingleMachineCapVar2_TwoPhase_10_5\Data1-15-15-0.6-0.5-50-100-100-3.dat,10,5,176,176,603.937,5924.45,11581,551.865,2.287,49.785
Results\SingleMachineCapVar2_TwoPhase_10_5\Data1-15-15-0.6-0.5-50-100-100-4.dat,10,5,125,125,607.168,6628.34,12373,567.648,1.635,37.885
Results\SingleMachineCapVar2_TwoPhase_10_5\Data1-15-15-0.8-0.5-100-100-100-0.dat,10,5,150,150,610.425,10069,22029,571.456,1.761,37.208
Results\SingleMachineCapVar2_TwoPhase_10_5\Data1-15-15-0.8-0.5-100-100-100-1.dat,10,5,206,206,603.121,10157,19696,561.43,2.084,39.607
Results\SingleMachineCapVar2_TwoPhase_10_5\Data1-15-15-0.8-0.5-100-100-100-2.dat,10,5,157,157,609.359,9742.08,20893,566.561,1.862,40.936
Results\SingleMachineCapVar2_TwoPhase_10_5\Data1-15-15-0.8-0.5-100-100-100-3.dat,10,5,195,195,614.049,8511.28,20241,553.534,2.251,58.264
Results\SingleMachineCapVar2_TwoPhase_10_5\Data1-15-15-0.8-0.5-100-100-100-4.dat,10,5,148,148,608.052,9323.08,21530,568.771,1.824,37.457
Results\SingleMachineCapVar2_TwoPhase_10_5\Data1-15-15-0.8-0.5-50-100-100-0.dat,10,5,122,122,605.771,7227.29,12243,571.555,1.706,32.51
Results\SingleMachineCapVar2_TwoPhase_10_5\Data1-15-15-0.8-0.5-50-100-100-1.dat,10,5,161,161,605.286,7334.38,11172,571.465,1.772,32.049
Results\SingleMachineCapVar2_TwoPhase_10_5\Data1-15-15-0.8-0.5-50-100-100-2.dat,10,5,125,125,610.886,7091.31,12265,577.674,1.417,31.795
Results\SingleMachineCapVar2_TwoPhase_10_5\Data1-15-15-0.8-0.5-50-100-100-3.dat,10,5,177,177,606.163,5899.44,11581,552.235,2.057,51.871
Results\SingleMachineCapVar2_TwoPhase_10_5\Data1-15-15-0.8-0.5-50-100-100-4.dat,10,5,124,124,607.316,6649.34,12373,572.177,1.533,33.606
