Name,P,T,TwoPhase_Callback_Cut,TwoPhase_CPU,TwoPhase_LB,TwoPhase_UB,TwoPhase_Obj,TwoPhase_Gap,TwoPhase_Callback_CPU,TwoPhase_Callback_Call,SP_Cons_CPU,SP_Solve_CPU,Nconsts,Nvars, 
Results\SingleMachineCapVar2_TwoPhase_Callback_10_15\Data1-15-15-0.6-0.5-100-100-100-0.dat,10,15,3194,600.034,13573,25599,25599,0.469784,515.656,3209,0,510.971,1817,467
Results\SingleMachineCapVar2_TwoPhase_Callback_10_15\Data1-15-15-0.6-0.5-100-100-100-1.dat,10,15,2322,600.045,11863.4,24051,24051,0.506739,305.378,2342,0,301.965,1817,467
Results\SingleMachineCapVar2_TwoPhase_Callback_10_15\Data1-15-15-0.6-0.5-100-100-100-2.dat,10,15,3260,600.055,12698.2,24750,24750,0.48694,559.587,3267,0,554.809,1817,467
Results\SingleMachineCapVar2_TwoPhase_Callback_10_15\Data1-15-15-0.6-0.5-100-100-100-3.dat,10,15,3212,600.103,11018.3,24895,24895,0.557409,435.377,3234,0,430.675,1817,467
Results\SingleMachineCapVar2_TwoPhase_Callback_10_15\Data1-15-15-0.6-0.5-100-100-100-4.dat,10,15,3853,600.102,12581.4,25134,25134,0.499429,658.033,3864,0,652.38,1817,467
Results\SingleMachineCapVar2_TwoPhase_Callback_10_15\Data1-15-15-0.6-0.5-50-100-100-0.dat,10,15,1711,600.148,9426.64,13158,13158,0.283581,338.02,1716,0,335.485,1817,467
Results\SingleMachineCapVar2_TwoPhase_Callback_10_15\Data1-15-15-0.6-0.5-50-100-100-1.dat,10,15,2125,600.028,8539.24,12725,12725,0.32894,389.279,2132,0,385.984,1817,467
Results\SingleMachineCapVar2_TwoPhase_Callback_10_15\Data1-15-15-0.6-0.5-50-100-100-2.dat,10,15,917,600.02,9051.09,12397,12397,0.269897,184.418,918,0,183.026,1817,467
Results\SingleMachineCapVar2_TwoPhase_Callback_10_15\Data1-15-15-0.6-0.5-50-100-100-3.dat,10,15,1997,600.04,7960.24,12897,12897,0.382784,356.657,1999,0,353.627,1817,467
Results\SingleMachineCapVar2_TwoPhase_Callback_10_15\Data1-15-15-0.6-0.5-50-100-100-4.dat,10,15,1377,600.103,8768.63,12715,12715,0.310371,272.965,1378,0,270.939,1817,467
Results\SingleMachineCapVar2_TwoPhase_Callback_10_15\Data1-15-15-0.8-0.5-100-100-100-0.dat,10,15,3037,600.12,13467.3,25492,25492,0.471705,470.763,3050,0,466.35,1817,467
Results\SingleMachineCapVar2_TwoPhase_Callback_10_15\Data1-15-15-0.8-0.5-100-100-100-1.dat,10,15,2620,600.042,12224.9,24083,24083,0.492385,342.712,2634,0,338.927,1817,467
Results\SingleMachineCapVar2_TwoPhase_Callback_10_15\Data1-15-15-0.8-0.5-100-100-100-2.dat,10,15,3216,600.062,12781.6,24770,24770,0.48399,571.685,3218,0,566.953,1817,467
Results\SingleMachineCapVar2_TwoPhase_Callback_10_15\Data1-15-15-0.8-0.5-100-100-100-3.dat,10,15,3149,600.076,11050.4,25052,25052,0.558902,421.057,3172,0,416.556,1817,467
Results\SingleMachineCapVar2_TwoPhase_Callback_10_15\Data1-15-15-0.8-0.5-100-100-100-4.dat,10,15,3928,600.239,12527.7,25163,25163,0.50214,682.505,3936,0,676.743,1817,467
Results\SingleMachineCapVar2_TwoPhase_Callback_10_15\Data1-15-15-0.8-0.5-50-100-100-0.dat,10,15,1450,600.029,9587.16,13142,13142,0.270494,284.195,1457,0,281.905,1817,467
Results\SingleMachineCapVar2_TwoPhase_Callback_10_15\Data1-15-15-0.8-0.5-50-100-100-1.dat,10,15,2000,600.021,8575.33,12740,12740,0.326897,365.913,2005,0,362.934,1817,467
Results\SingleMachineCapVar2_TwoPhase_Callback_10_15\Data1-15-15-0.8-0.5-50-100-100-2.dat,10,15,841,600.046,8906.99,12397,12397,0.28152,166.672,842,0,165.374,1817,467
Results\SingleMachineCapVar2_TwoPhase_Callback_10_15\Data1-15-15-0.8-0.5-50-100-100-3.dat,10,15,2112,600.028,8029.76,12897,12897,0.377393,374.823,2114,0,371.697,1817,467
Results\SingleMachineCapVar2_TwoPhase_Callback_10_15\Data1-15-15-0.8-0.5-50-100-100-4.dat,10,15,1376,600.027,8698.22,12715,12715,0.315909,275.311,1377,0,273.244,1817,467
